id,date,title,popularity,ticket_type,ticket_status,price_min,price_max,area,tags
25519899,"2016-12-02","The Cure with The Twilight Sad at SSE Arena, Wembley (December 2, 2016)",0.356093,,"Available",False,False,"London","alternative,alternative rock,britannique,british,classic pop and rock,english,goth,gothic,gothic rock,new wave,pop,pop rock,post-punk,rock,synthpop,uk"
25530294,"2016-11-24","The Bootleg Trio and Art Deco Records at The Nightjar (November 24, 2016)",4e-06,,,,,"London",""
25536479,"2016-11-18","Kristen Brassel at Cafe Fontanella at Fontanel (November 18, 2016)",3e-06,,,,,"Nashville",""
25536504,"2016-12-23","Kristen Brassel at Cafe Fontanella at Fontanel (December 23, 2016)",3e-06,,,,,"Nashville",""
25538364,"2016-11-30","Al Smith at Apache Cafe (November 30, 2016)",3.4e-05,,"Available",7.75,28.0,"Atlanta",""
25539189,"2016-11-19","The Undertones with Sultans of Ping F.C. at O2 Forum Kentish Town (November 19, 2016)",0.026118,,,,,"London","classic pop and rock,new wave,northern ireland,northern irish,pop punk,pop soul,power pop,punk,punk rock,uk"
25546409,"2016-11-24","The Wieners at The Esher Rock'n'Roll Club (November 24, 2016)",1.5e-05,,,,,"London",""
25548529,"2016-11-12","Paul Bogart at The Listening Room (November 12, 2016) (CANCELLED) ",8.2e-05,,,,,"Nashville",""
25551134,"2016-11-14","Thorbjorn Risager with The Black Tornado at The Boom Boom Club (November 14, 2016)",0.000272,,,,,"London",""
25567654,"2016-12-01","Jann Klose at Luna Star Cafe (December 1, 2016)",5.6e-05,,,,,"Miami",""
25568884,"2016-11-30","Birth of Joy at The Borderline (November 30, 2016)",0.001134,,,,,"London","psychedelic,rock"
25570039,"2016-11-19","Jeffrey Scott Stewart at Private Show (November 19, 2016)",2e-06,,,,,"Houston",""
25570044,"2016-12-17","Jeffrey Scott Stewart at Private Show (December 17, 2016)",2e-06,,,,,"Houston",""
25576814,"2016-11-12","Grifters & Shills at Imperial Sugar Mill Farmers Market (November 12, 2016)",1e-06,,,,,"Houston",""
25583859,"2016-12-04","Merle Haggard at Paramount Theatre (December 4, 2016) (CANCELLED) ",0.036829,,,,,"SF Bay Area","american,country"
25588149,"2016-11-15","Bo Porter at The White Horse Bar (November 15, 2016)",2.8e-05,,,,,"Austin",""
25588154,"2016-11-29","Bo Porter at The White Horse Bar (November 29, 2016)",2.8e-05,,,,,"Austin",""
25588164,"2016-12-13","Bo Porter at The White Horse Bar (December 13, 2016)",2.8e-05,,,,,"Austin",""
25588174,"2016-12-27","Bo Porter at The White Horse Bar (December 27, 2016)",2.8e-05,,,,,"Austin",""
25596929,"2016-12-07","Al Smith at Apache Cafe (December 7, 2016)",3.4e-05,,"Available",7.75,28.0,"Atlanta",""
25609539,"2016-11-11","Bayside Tigers with DJ Suga Ray at Marlin Room at Webster Hall (November 11, 2016)",5e-05,,,,,"New York",""
25609544,"2016-11-18","Bayside Tigers with DJ Suga Ray at Marlin Room at Webster Hall (November 18, 2016)",5e-05,,,,,"New York",""
25609549,"2016-11-25","Bayside Tigers with DJ Suga Ray at Marlin Room at Webster Hall (November 25, 2016)",5e-05,,,,,"New York",""
25609554,"2016-12-02","Bayside Tigers with DJ Suga Ray at Marlin Room at Webster Hall (December 2, 2016)",5e-05,,,,,"New York",""
25616714,"2016-12-02","Doug Alan Wilcox at Frederick Coffee Company & Cafe (December 2, 2016)",5e-06,,,,,"Washington",""
25617049,"2016-11-08","Marillion with John Wesley at PlayStation Theater (November 8, 2016)",0.026137,,,,,"New York","british,neo-prog,progressive rock,rock and indie"
25618574,"2016-11-26","Anne Frankenstein at Sebright Arms (November 26, 2016)",1.1e-05,,,,,"London",""
25618579,"2016-12-02","Anne Frankenstein at Sebright Arms (December 2, 2016)",1.1e-05,,,,,"London",""
25654899,"2016-11-25","Thomas McCarthy at The Ivy House (November 25, 2016)",8e-06,,,,,"London",""
25655004,"2016-11-08","Adele at Toyota Center (November 8, 2016)",0.781744,,,,,"Houston","adele,adult alternative pop/rock,adult contemporary,alternative/indie rock,blue eyed soul,blue-eyed soul,film soundtrack,jazz,pop,pop and chart,pop soul,soul"
25655009,"2016-11-09","Adele at Toyota Center (November 9, 2016)",0.781744,,,,,"Houston","adele,adult alternative pop/rock,adult contemporary,alternative/indie rock,blue eyed soul,blue-eyed soul,film soundtrack,jazz,pop,pop and chart,pop soul,soul"
25666779,"2016-11-23","Beth Hart with Colin James at Royal Festival Hall, Southbank Centre (November 23, 2016)",0.013487,,,,,"London","blues rock,jazz fusion,soul,storytelling"
25675209,"2016-12-14","Al Smith at Apache Cafe (December 14, 2016)",3.4e-05,,"Available",7.75,28.0,"Atlanta",""
25687844,"2016-12-17","Cadre at C'Est What (December 17, 2016)",3e-05,,"Unknown",0.0,0.0,"Toronto",""
25687934,"2017-03-18","[NULL] at Roseland Theater (March 18, 2017)",0.0,,,,,"Portland",""
25688804,"2016-12-09","Grifters & Shills at Southern Goods (December 9, 2016)",1e-06,,,,,"Houston",""
25689404,"2016-11-28","Justin Bieber and MiC LOWRY with The Knocks at The O2 Arena (November 28, 2016)",0.518762,,,,,"London","amazing,black metal,christmas music,contemporary r&b,dance-pop,electropop,gay,pop,teen pop,tropical house"
25689409,"2016-11-29","Justin Bieber with The Knocks and MiC LOWRY at The O2 Arena (November 29, 2016)",0.522104,,,,,"London","amazing,black metal,christmas music,contemporary r&b,dance-pop,electropop,gay,pop,teen pop,tropical house"
25693034,"2016-11-13","Rebecca Ferguson at G Live (November 13, 2016)",0.028988,,,,,"London","distant dreamer"
25721224,"2016-11-11","Super Diamond at B.B. King Blues Club & Grill Main Room (November 11, 2016)",0.000154,,,,,"New York",""
25721229,"2016-11-30","Amy Grant and Vince Gill at Ryman Auditorium (November 30, 2016)",0.042406,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25721234,"2016-12-01","Amy Grant and Vince Gill at Ryman Auditorium (December 1, 2016)",0.042406,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25721239,"2016-12-07","Amy Grant and Vince Gill at Ryman Auditorium (December 7, 2016)",0.042406,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25721244,"2016-12-08","Amy Grant and Vince Gill at Ryman Auditorium (December 8, 2016)",0.042399,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25721249,"2016-12-14","Amy Grant and Vince Gill at Ryman Auditorium (December 14, 2016)",0.042406,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25721254,"2016-12-15","Amy Grant and Vince Gill at Ryman Auditorium (December 15, 2016)",0.042406,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25721259,"2016-12-20","Amy Grant and Vince Gill at Ryman Auditorium (December 20, 2016)",0.042406,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25722974,"2016-11-09","DJ Tom Chasteen with Boss Harmony at Echoplex (November 9, 2016)",1e-06,,,,,"Los Angeles",""
25722979,"2016-11-16","DJ Tom Chasteen with Boss Harmony at Echoplex (November 16, 2016)",1e-06,,"Unknown",7.0,7.0,"Los Angeles",""
25722984,"2016-11-23","DJ Tom Chasteen with Boss Harmony, Roger Rivas, Jah Faith, and 3 more… at The Echo (November 23, 2016)",4.4e-05,,"Unknown",False,False,"Los Angeles",""
25722989,"2016-11-30","DJ Tom Chasteen with Boss Harmony at Echoplex (November 30, 2016)",1e-06,,"Unknown",7.0,7.0,"Los Angeles",""
25722994,"2016-12-07","Barrington Levy with DJ Tom Chasteen, Boss Harmony, Sister Nancy, and 3 more… at Echoplex (December 7, 2016)",0.022114,,"Unknown",17.0,20.0,"Los Angeles","classic pop and rock"
25729014,"2016-12-21","Al Smith at Apache Cafe (December 21, 2016)",3.3e-05,,"Available",7.75,28.0,"Atlanta",""
25729019,"2016-12-21","Amy Grant and Vince Gill at Ryman Auditorium (December 21, 2016)",0.042399,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25730404,"2016-12-22","Amy Grant and Vince Gill at Ryman Auditorium (December 22, 2016)",0.042399,,"Available",43.14,135.98,"Nashville","classic pop and rock"
25731479,"2016-12-01","Diana Gameros at Ybca Forum (December 1, 2016)",3.6e-05,,,,,"SF Bay Area",""
25736864,"2016-12-17","Grifters & Shills at Chelsea Wine Bar (December 17, 2016)",1e-06,,,,,"Houston",""
25741199,"2016-12-10","The Polyphonic Spree at Majestic Theatre (December 10, 2016)",0.02756,,,,,"Dallas - Fort Worth","rock and indie"
25752969,"2016-11-26","Boss Street Brass Band at Brass House (November 26, 2016)",1.3e-05,,,,,"Austin",""
25755849,"2016-12-28","Al Smith at Apache Cafe (December 28, 2016)",3.3e-05,,"Available",7.75,28.0,"Atlanta",""
25761809,"2016-11-08","Ronnie Hicks Blues Band at Kingston Mines (November 8, 2016)",2e-06,,,,,"Chicago",""
25761814,"2016-11-15","Ronnie Hicks Blues Band at Kingston Mines (November 15, 2016)",2e-06,,"Available",14.5,14.5,"Chicago",""
25761824,"2016-11-22","Ronnie Hicks Blues Band at Kingston Mines (November 22, 2016)",2e-06,,"Available",14.5,14.5,"Chicago",""
25761829,"2016-11-29","Ronnie Hicks Blues Band at Kingston Mines (November 29, 2016)",2e-06,,"Available",14.5,14.5,"Chicago",""
25761844,"2016-12-06","Ronnie Hicks Blues Band at Kingston Mines (December 6, 2016)",2e-06,,"Available",14.5,14.5,"Chicago",""
25761849,"2016-12-13","Ronnie Hicks Blues Band at Kingston Mines (December 13, 2016)",2e-06,,"Available",14.5,14.5,"Chicago",""
25761854,"2016-12-20","Ronnie Hicks Blues Band at Kingston Mines (December 20, 2016)",2e-06,,"Available",14.5,14.5,"Chicago",""
25761859,"2016-12-27","Ronnie Hicks Blues Band at Kingston Mines (December 27, 2016)",2e-06,,"Available",14.5,14.5,"Chicago",""
25763964,"2016-12-01","Fobo Jug Band at The Nightjar (December 1, 2016)",4e-06,,,,,"London",""
25769724,"2016-10-24","London Festival of Bulgarian Culture 2016",7.3e-05,,,,,"London",""
25776464,"2016-12-03","Grifters & Shills at First Saturday Arts Market (December 3, 2016)",1e-06,,,,,"Houston",""
25784564,"2016-12-02","[NULL] at SSE Arena, Wembley (December 2, 2016)",0.0,,,,,"London",""
25785534,"2017-01-03","Ronnie Hicks Blues Band at Kingston Mines (January 3, 2017)",2e-06,,"Available",14.5,14.5,"Chicago",""
25787204,"2016-11-11","Jamie Jams at Make-Out Room (November 11, 2016)",3e-06,,"Available",5.0,5.0,"SF Bay Area",""
25787209,"2016-12-09","Jamie Jams at Make-Out Room (December 9, 2016)",3e-06,,"Available",5.0,5.0,"SF Bay Area",""
25795499,"2016-11-26","Wait For Morning at Private Event - Wedding (November 26, 2016)",3e-06,,,,,"Chicago",""
25798934,"2017-01-04","Al Smith at Apache Cafe (January 4, 2017)",3.3e-05,,"Available",7.75,28.0,"Atlanta",""
25818574,"2016-12-10","Sandra Dean at Stained Glass Pub (December 10, 2016)",1e-06,,,,,"Washington",""
25825564,"2016-11-19","Patrick Lamb at Saban Theatre (November 19, 2016)",0.000151,,,,,"Los Angeles",""
25825574,"2016-11-19","Bob Keel at Pike Central Farm Market (November 19, 2016)",2e-06,,,,,"Washington",""
25825579,"2016-11-20","Bob Keel at Bethesda Central Farm Market (November 20, 2016)",2e-06,,,,,"Washington",""
25825594,"2016-12-04","Bob Keel at Mosaic Central Farm Market (December 4, 2016)",2e-06,,,,,"Washington",""
25825609,"2016-12-31","Patrick Lamb at The Sentinel Hotel (December 31, 2016)",0.000151,,,,,"Portland",""
25829364,"2016-11-11","Keith Urban at Bridgestone Arena (November 11, 2016)",0.165513,,,,,"Nashville","bro-country,contemporary country,country,country pop,dance-pop,electropop,pop rock"
25829389,"2016-11-19","Keith Urban at Barclay Center (November 19, 2016)",0.165513,,"Available",54.0,96.4,"New York","bro-country,contemporary country,country,country pop,dance-pop,electropop,pop rock"
25838624,"2016-12-16","Patrick Lamb at Jimmy Mak's (December 16, 2016)",0.000151,,,,,"Portland",""
25838629,"2016-12-17","Patrick Lamb at Jimmy Mak's (December 17, 2016)",0.000151,,,,,"Portland",""
25852124,"2017-01-10","Ronnie Hicks Blues Band at Kingston Mines (January 10, 2017)",2e-06,,,,,"Chicago",""
25853714,"2017-01-01","William & the Romantics at Mercury Cafe (January 1, 2017)",3e-06,,,,,"Denver",""
25856999,"2017-03-10","TJR at Foundation Nightclub (March 10, 2017)",0.021921,,"Available",20.0,25.0,"Seattle",""
25862409,"2016-11-25","Los Pacaminos at Royal British Legion - Cippenham (November 25, 2016)",9.5e-05,,,,,"London",""
25865999,"2017-01-11","Al Smith at Apache Cafe (January 11, 2017)",3.3e-05,,"Available",7.75,28.0,"Atlanta",""
25891613,"2016-11-16","Top Dog at Apollo Theater (November 16, 2016)",3.9e-05,,,,,"New York",""
25893223,"2016-11-16","Benoit Viellefon with Benoit Viellefon Hot Club at Shoreditch House - Private Member's Club (November 16, 2016)",4.9e-05,,,,,"London",""
25903653,"2016-11-19","Small Fakers at 100 Club (November 19, 2016)",7.8e-05,,,,,"London",""
25904553,"2016-12-12","Steven Gellman at Holiday Park Senior Center (December 12, 2016)",1e-05,,,,,"Washington",""
25907903,"2016-11-12","K2RAH, Daniel Ness, and Resonate Sounds at The Alibi (November 12, 2016)",9e-06,,,,,"London",""
25912058,"2016-11-07","The Bitter Poet, Christie Belanger, Jon Hildenstein, Ronnie Wheeler, and 1 more… at The Four Faced Liar (November 7, 2016)",7e-06,,,,,"New York",""
25925613,"2017-02-06","Victoria Banks at Unknown venue (February 6, 2017)",0.000131,,,,,"Dallas - Fort Worth","country,songwriter"
25925628,"2017-02-06","Victoria Banks at Greenville Municipal Auditorium (February 6, 2017)",0.00013,,,,,"Dallas - Fort Worth","country,songwriter"
25926378,"2016-11-12","Dick Fox's the Golden Boys with Bobby Rydell at Golden Nugget Hotel & Casino (November 12, 2016)",0.003002,,"Available",59.27,94.67,"Philadelphia",""
25928328,"2016-12-02","Secret Affair with The Lambrettas at 229 (December 2, 2016)",0.002586,,,,,"London","classic pop and rock,england,london,mod"
25931133,"2017-01-18","Al Smith at Apache Cafe (January 18, 2017)",3.3e-05,,"Available",7.75,28.0,"Atlanta",""
25932753,"2016-11-11","Peter Hook & The Light at Granada Theater (November 11, 2016)",0.002712,,,,,"Dallas - Fort Worth","alternative dance,alternative rock,new wave,post-punk,synthpop"
25932763,"2016-11-15","Peter Hook & The Light with Peter Hook at Terminal West (November 15, 2016)",0.002735,,,,,"Atlanta","alternative dance,alternative rock,new wave,post-punk,synthpop"
25932773,"2016-11-25","Peter Hook & The Light with Peter Hook at Trocadero Theatre (November 25, 2016)",0.001886,,,,,"Philadelphia","alternative dance,alternative rock,new wave,post-punk,synthpop"
25935863,"2016-11-10","Sleaford Mods at Roundhouse (November 10, 2016)",0.004417,,,,,"London","electronic,hip hop,minimal"
25973608,"2016-11-23","Peter Hook at Howard Theatre (November 23, 2016)",0.001118,,"Available",9999999,0,"Washington","british"
25973613,"2016-11-29","Peter Hook with Peter Hook & The Light at Danforth Music Hall (November 29, 2016)",0.001857,,"Available",9999999,0,"Toronto","british"
25990638,"2016-11-10","The Cinematic Orchestra with Thundercat and Gilles Peterson at Eventim Apollo (November 10, 2016)",0.078356,,,,,"London","british,dance and electronica,ninja tune,uk"
25990643,"2016-11-11","The Cinematic Orchestra at Eventim Apollo (November 11, 2016)",0.08254,,,,,"London","british,dance and electronica,ninja tune,uk"
25997238,"2016-11-12","Jeff Canada at Tewbeleaux's Sports Bar & Grill (November 12, 2016)",3e-06,,,,,"Houston",""
25997243,"2016-12-03","Jeff Canada at Watson's House of Ales (December 3, 2016)",3e-06,,,,,"Houston",""
25997248,"2016-12-17","Jeff Canada at Tewbeleaux's Sports Bar & Grill (December 17, 2016)",3e-06,,,,,"Houston",""
26001518,"2016-11-10","Elliott Morris at The White Horse, Peckham (November 10, 2016)",0.000123,,,,,"London",""
26007268,"2017-01-25","Al Smith at Apache Cafe (January 25, 2017)",3.3e-05,,"Available",7.75,28.0,"Atlanta",""
26022438,"2017-04-05","Issues at The Masquerade - Heaven (April 5, 2017)",0.025584,,,,,"Atlanta",""
26022453,"2017-04-15","Issues at Phoenix Concert Theatre (April 15, 2017)",0.024049,,,,,"Toronto",""
26033683,"2016-11-21","Billy Joel at Madison Square Garden (November 21, 2016)",0.244419,,"Available",127.0,153.8,"New York","american,classic pop and rock,classical,piano rock,pop,pop rock,rock,singer/songwriter,soft rock,this is the time"
26033723,"2016-11-19","Gino Vannelli at Saban Theatre (November 19, 2016)",0.008401,,"Available",106.95,117.25,"Los Angeles","blue-eyed soul,funk,jazz,pop rock,soft rock"
26036323,"2016-12-03","The Hodsdons at Jeff Eberhart Funeral Home (December 3, 2016)",0.0,,,,,"Atlanta",""
26049093,"2016-11-12","Clay McClinton at Driskill Hotel (November 12, 2016)",6.3e-05,,,,,"Austin",""
26056038,"2016-11-20","Paige Clem with Remedy at No Name Bar (November 20, 2016)",0.001762,,,,,"SF Bay Area",""
26056043,"2016-11-26","DavisJonas at Sweet Dreams Tour With Xcode (November 26, 2016)",1e-06,,,,,"Toronto",""
26056053,"2016-11-29","DavisJonas at Unknown venue (November 29, 2016)",0.0,,,,,"New York",""
26056058,"2016-11-30","DavisJonas at Unknown venue (November 30, 2016)",0.0,,,,,"Washington",""
26063238,"2016-11-11","Ian Hunter & The Rant Band and Ian Hunter with Graham Parker and Brinsley Schwarz at O2 Shepherd's Bush Empire (November 11, 2016)",0.00585,,,,,"London","max"
26065703,"2016-11-22","Rod Stewart with The Sisterhood at The O2 Arena (November 22, 2016)",0.185016,,,,,"London","blues rock,british,easy listening soundtracks and musicals,english,folk rock,pop,pop rock,pop/rock,rock,roots rock,standards,uk"
26076708,"2016-12-01","Philippe Jaroussky, La Loge Olympique, and Julien Chauvin at Wigmore Hall (December 1, 2016)",0.00079,,,,,"London",""
26081528,"2016-11-07","BMI Acoustic Lounge at Genghis Cohen (November 7, 2016)",0.0,,,,,"Los Angeles",""
26081533,"2016-12-05","BMI Acoustic Lounge at Genghis Cohen (December 5, 2016)",0.0,,"Unknown",1.5,1.5,"Los Angeles",""
26081538,"2017-02-01","Al Smith at Apache Cafe (February 1, 2017)",3.3e-05,,"Available",7.75,28.0,"Atlanta",""
26089258,"2016-12-23","Sandra Dean at The Winery at Olney (December 23, 2016)",1e-06,,,,,"Washington",""
26092268,"2016-11-25","Jools Holland & His Rhythm & Blues Orchestra with Jools Holland and Beth Rowley at Royal Albert Hall (November 25, 2016)",0.005695,,"Available",False,False,"London",""
26092273,"2016-11-26","Jools Holland & His Rhythm & Blues Orchestra with Jools Holland and Beth Rowley at Royal Albert Hall (November 26, 2016)",0.005695,,"Available",False,False,"London",""
26094733,"2016-11-16","Deacon Blue with Lewis & Leigh at Royal Festival Hall, Southbank Centre (November 16, 2016)",0.019287,,,,,"London","80s,90s,classic pop and rock,male vocalists,pop,scotish,soft rock"
26098613,"2016-11-12","High Country at Pacifica Performances (November 12, 2016)",1.6e-05,,,,,"SF Bay Area",""
26098688,"2016-12-14","John Waters at Kessler Theater (December 14, 2016)",0.000275,,,,,"Dallas - Fort Worth",""
26101853,"2017-08-04","Dillard Bluegrass and BBQ Festival 2017",5e-05,,,,,"Atlanta",""
26108973,"2016-12-16","John Berry at Grand Opera House (December 16, 2016)",0.002252,,,,,"Atlanta",""
26109398,"2017-01-21","The Oak Ridge Boys at The Grand 1894 Opera House (January 21, 2017)",0.007255,,,,,"Houston","country,pop,southern gospel"
26109403,"2017-01-22","The Oak Ridge Boys at The Grand 1894 Opera House (January 22, 2017)",0.007255,,,,,"Houston","country,pop,southern gospel"
26110963,"2016-12-15","Jacob Gago at Unknown venue (December 15, 2016)",1e-06,,,,,"Atlanta",""
26111708,"2016-11-25","Rod Stewart with The Sisterhood at The O2 Arena (November 25, 2016)",0.185016,,,,,"London","blues rock,british,easy listening soundtracks and musicals,english,folk rock,pop,pop rock,pop/rock,rock,roots rock,standards,uk"
26124908,"2017-03-05","Andras Schiff at Koerner Hall, TELUS Centre, Royal Conservatory (March 5, 2017)",0.003449,,,,,"Toronto","british pianist,classical,pianist,piano"
26125178,"2016-11-18","Stefano Bollani Trio at Koerner Hall, TELUS Centre, Royal Conservatory (November 18, 2016)",0.000156,,,,,"Toronto",""
26125203,"2016-12-04","Stewart Goodyear at Koerner Hall, TELUS Centre, Royal Conservatory (December 4, 2016)",1.9e-05,,,,,"Toronto",""
26125858,"2016-11-09","Libby Koch at Redneck Country Club (November 9, 2016)",1.9e-05,,,,,"Houston",""
